Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"ANXA1","Annexin A1","Protein Coding","43","GC09P073151","1.68693113327026","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANXA1"
"FTL","Ferritin Light Chain","Protein Coding","42","GC19P048965","1.68693113327026","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FTL"
"MAF","MAF BZIP Transcription Factor","Protein Coding","41","GC16M079204","1.68693113327026","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAF"
"BMP7","Bone Morphogenetic Protein 7","Protein Coding","40","GC20M057168","1.68693113327026","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMP7"
"UNC13D","Unc-13 Homolog D","Protein Coding","40","GC17M075827","1.68693113327026","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UNC13D"
"MAFB","MAF BZIP Transcription Factor B","Protein Coding","39","GC20M040685","1.68693113327026","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAFB"
"TREM2","Triggering Receptor Expressed On Myeloid Cells 2","Protein Coding","39","GC06M063805","1.68693113327026","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TREM2"
"FABP2","Fatty Acid Binding Protein 2","Protein Coding","38","GC04M119317","1.68693113327026","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FABP2"
"LAG3","Lymphocyte Activating 3","Protein Coding","38","GC12P019840","1.68693113327026","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAG3"
"THBS3","Thrombospondin 3","Protein Coding","37","GC01M155195","1.68693113327026","https://www.genecards.org/cgi-bin/carddisp.pl?gene=THBS3"
"MIR10B","MicroRNA 10b","RNA Gene","21","GC02P176150","1.68693113327026","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR10B"
"MIR31","MicroRNA 31","RNA Gene","20","GC09M021736","1.68693113327026","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR31"
"MIR483","MicroRNA 483","RNA Gene","18","GC11M003033","1.68693113327026","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR483"
"MIR320B2","MicroRNA 320b-2","RNA Gene","14","GC01M224257","1.68693113327026","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR320B2"
"FCGR1A","Fc Gamma Receptor Ia","Protein Coding","37","GC01P149813","1.68654906749725","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FCGR1A"
"CD274","CD274 Molecule","Protein Coding","39","GC09P005450","1.67497134208679","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD274"
"UGT2A1","UDP Glucuronosyltransferase Family 2 Member A1 Complex Locus","Protein Coding","30","GC04M069588","1.66549456119537","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UGT2A1"
"UGT2A2","UDP Glucuronosyltransferase Family 2 Member A2","Protein Coding","26","GC04M069589","1.66549456119537","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UGT2A2"
"IL2RB","Interleukin 2 Receptor Subunit Beta","Protein Coding","43","GC22M037125","1.65821182727814","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL2RB"
"CNR2","Cannabinoid Receptor 2","Protein Coding","40","GC01M023870","1.65821182727814","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNR2"
"ENPP2","Ectonucleotide Pyrophosphatase/Phosphodiesterase 2","Protein Coding","40","GC08M119556","1.65821182727814","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENPP2"
"P2RY14","Purinergic Receptor P2Y14","Protein Coding","38","GC03M151212","1.65821182727814","https://www.genecards.org/cgi-bin/carddisp.pl?gene=P2RY14"
"SREBF2","Sterol Regulatory Element Binding Transcription Factor 2","Protein Coding","38","GC22P041833","1.65821182727814","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SREBF2"
"IL37","Interleukin 37","Protein Coding","33","GC02P121638","1.65821182727814","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL37"
"KIR2DS4","Killer Cell Immunoglobulin Like Receptor, Two Ig Domains And Short Cytoplasmic Tail 4","Protein Coding","31","GC19P064346","1.65821182727814","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIR2DS4"
"MDM2","MDM2 Proto-Oncogene","Protein Coding","48","GC12P068808","1.64995503425598","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MDM2"
"GPHN","Gephyrin","Protein Coding","43","GC14P066507","1.64995503425598","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPHN"
"ACAD9","Acyl-CoA Dehydrogenase Family Member 9","Protein Coding","40","GC03P133827","1.64995503425598","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACAD9"
"TCF3","Transcription Factor 3","Protein Coding","40","GC19M001609","1.64995503425598","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCF3"
"MYO1E","Myosin IE","Protein Coding","39","GC15M059132","1.64995503425598","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYO1E"
"CCHCR1","Coiled-Coil Alpha-Helical Rod Protein 1","Protein Coding","35","GC06M063553","1.64995503425598","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCHCR1"
"COPG1","COPI Coat Complex Subunit Gamma 1","Protein Coding","34","GC03P129249","1.64995503425598","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COPG1"
"DHX37","DEAH-Box Helicase 37","Protein Coding","34","GC12M124946","1.64995503425598","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DHX37"
"QTRT1","Queuine TRNA-Ribosyltransferase Catalytic Subunit 1","Protein Coding","34","GC19P010701","1.64995503425598","https://www.genecards.org/cgi-bin/carddisp.pl?gene=QTRT1"
"SLC35F1","Solute Carrier Family 35 Member F1","Protein Coding","30","GC06P117907","1.64995503425598","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC35F1"
"VWA8","Von Willebrand Factor A Domain Containing 8","Protein Coding","28","GC13M041569","1.64995503425598","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VWA8"
"PSME3","Proteasome Activator Subunit 3","Protein Coding","36","GC17P042824","1.64276731014252","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSME3"
"FNDC5","Fibronectin Type III Domain Containing 5","Protein Coding","32","GC01M033137","1.64276731014252","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FNDC5"
"PALS1","Protein Associated With LIN7 1, MAGUK P55 Family Member","Protein Coding","31","GC14P067240","1.64276731014252","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PALS1"
"MMP3","Matrix Metallopeptidase 3","Protein Coding","45","GC11M102835","1.62698137760162","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP3"
"LCN2","Lipocalin 2","Protein Coding","40","GC09P128149","1.62698137760162","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LCN2"
"ELAVL2","ELAV Like RNA Binding Protein 2","Protein Coding","38","GC09M023690","1.62698137760162","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELAVL2"
"PTGDR2","Prostaglandin D2 Receptor 2","Protein Coding","37","GC11M060850","1.62698137760162","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGDR2"
"TNFSF14","TNF Superfamily Member 14","Protein Coding","37","GC19M006663","1.62698137760162","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFSF14"
"DEFA1","Defensin Alpha 1","Protein Coding","36","GC08M006977","1.62698137760162","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DEFA1"
"KLRC2","Killer Cell Lectin Like Receptor C2","Protein Coding","35","GC12M020446","1.62698137760162","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLRC2"
"UBE2L6","Ubiquitin Conjugating Enzyme E2 L6","Protein Coding","34","GC11M086958","1.62698137760162","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE2L6"
"MIR152","MicroRNA 152","RNA Gene","21","GC17M048037","1.59773135185242","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR152"
"BTK","Bruton Tyrosine Kinase","Protein Coding","47","GC0XM101349","1.59243714809418","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BTK"
"ITK","IL2 Inducible T Cell Kinase","Protein Coding","47","GC05P157158","1.59243714809418","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITK"
"CAT","Catalase","Protein Coding","46","GC11P034460","1.59243714809418","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAT"
"BCL2","BCL2 Apoptosis Regulator","Protein Coding","45","GC18M063123","1.59243714809418","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCL2"
"F10","Coagulation Factor X","Protein Coding","45","GC13P113122","1.59243714809418","https://www.genecards.org/cgi-bin/carddisp.pl?gene=F10"
"MIF","Macrophage Migration Inhibitory Factor","Protein Coding","43","GC22P023894","1.59243714809418","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIF"
"SLC6A4","Solute Carrier Family 6 Member 4","Protein Coding","43","GC17M030194","1.59243714809418","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC6A4"
"LEP","Leptin","Protein Coding","42","GC07P128241","1.59243714809418","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LEP"
"NEDD4","NEDD4 E3 Ubiquitin Protein Ligase","Protein Coding","42","GC15M055826","1.59243714809418","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEDD4"
"AMH","Anti-Mullerian Hormone","Protein Coding","40","GC19P002659","1.59243714809418","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AMH"
"INHBA","Inhibin Subunit Beta A","Protein Coding","40","GC07M041668","1.59243714809418","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INHBA"
"SMURF1","SMAD Specific E3 Ubiquitin Protein Ligase 1","Protein Coding","40","GC07M099027","1.59243714809418","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMURF1"
"SELL","Selectin L","Protein Coding","39","GC01M169690","1.59243714809418","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SELL"
"ULK1","Unc-51 Like Autophagy Activating Kinase 1","Protein Coding","39","GC12P131894","1.59243714809418","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ULK1"
"INHBB","Inhibin Subunit Beta B","Protein Coding","38","GC02P121749","1.59243714809418","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INHBB"
"OLR1","Oxidized Low Density Lipoprotein Receptor 1","Protein Coding","38","GC12M020441","1.59243714809418","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OLR1"
"PER3","Period Circadian Regulator 3","Protein Coding","38","GC01P007785","1.59243714809418","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PER3"
"SMURF2","SMAD Specific E3 Ubiquitin Protein Ligase 2","Protein Coding","38","GC17M064542","1.59243714809418","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMURF2"
"TIRAP","TIR Domain Containing Adaptor Protein","Protein Coding","38","GC11P126284","1.59243714809418","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIRAP"
"ATG13","Autophagy Related 13","Protein Coding","32","GC11P046646","1.59243714809418","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATG13"
"FBXW7-AS1","FBXW7 Antisense RNA 1","RNA Gene","11","GC04P152338","1.59243714809418","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXW7-AS1"
"PLAU","Plasminogen Activator, Urokinase","Protein Coding","47","GC10P073909","1.58934247493744","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLAU"
"PIK3R1","Phosphoinositide-3-Kinase Regulatory Subunit 1","Protein Coding","46","GC05P068215","1.58934247493744","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3R1"
"ACACA","Acetyl-CoA Carboxylase Alpha","Protein Coding","44","GC17M037084","1.58934247493744","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACACA"
"EPHA7","EPH Receptor A7","Protein Coding","43","GC06M093240","1.58934247493744","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPHA7"
"NRG1","Neuregulin 1","Protein Coding","42","GC08P031639","1.58934247493744","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NRG1"
"SLC19A1","Solute Carrier Family 19 Member 1","Protein Coding","42","GC21M045493","1.58934247493744","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC19A1"
"VCL","Vinculin","Protein Coding","42","GC10P073995","1.58934247493744","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VCL"
"PTPRS","Protein Tyrosine Phosphatase Receptor Type S","Protein Coding","41","GC19M005157","1.58934247493744","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPRS"
"ATP6V0A2","ATPase H+ Transporting V0 Subunit A2","Protein Coding","40","GC12P123712","1.58934247493744","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP6V0A2"
"OSMR","Oncostatin M Receptor","Protein Coding","40","GC05P038845","1.58934247493744","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OSMR"
"LIAS","Lipoic Acid Synthetase","Protein Coding","39","GC04P039490","1.58934247493744","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LIAS"
"LMNB2","Lamin B2","Protein Coding","39","GC19M004979","1.58934247493744","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LMNB2"
"SGCE","Sarcoglycan Epsilon","Protein Coding","39","GC07M094524","1.58934247493744","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SGCE"
"NUCB1","Nucleobindin 1","Protein Coding","37","GC19P048900","1.58934247493744","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUCB1"
"ATP6V1D","ATPase H+ Transporting V1 Subunit D","Protein Coding","36","GC14M067294","1.58934247493744","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP6V1D"
"CDC37","Cell Division Cycle 37, HSP90 Cochaperone","Protein Coding","36","GC19M010391","1.58934247493744","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDC37"
"PSMD11","Proteasome 26S Subunit, Non-ATPase 11","Protein Coding","36","GC17P032444","1.58934247493744","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMD11"
"SIN3B","SIN3 Transcription Regulator Family Member B","Protein Coding","36","GC19P016829","1.58934247493744","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIN3B"
"ANKLE2","Ankyrin Repeat And LEM Domain Containing 2","Protein Coding","35","GC12M132725","1.58934247493744","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANKLE2"
"POLD3","DNA Polymerase Delta 3, Accessory Subunit","Protein Coding","35","GC11P074526","1.58934247493744","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLD3"
"RNF213","Ring Finger Protein 213","Protein Coding","35","GC17P080260","1.58934247493744","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF213"
"SAFB","Scaffold Attachment Factor B","Protein Coding","35","GC19P005623","1.58934247493744","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SAFB"
"SYT4","Synaptotagmin 4","Protein Coding","35","GC18M043267","1.58934247493744","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYT4"
"TRA2A","Transformer 2 Alpha Homolog","Protein Coding","35","GC07M023504","1.58934247493744","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRA2A"
"TRAPPC9","Trafficking Protein Particle Complex Subunit 9","Protein Coding","35","GC08M139728","1.58934247493744","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAPPC9"
"DAZAP1","DAZ Associated Protein 1","Protein Coding","34","GC19P001407","1.58934247493744","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DAZAP1"
"GCNT3","Glucosaminyl (N-Acetyl) Transferase 3, Mucin Type","Protein Coding","34","GC15P059594","1.58934247493744","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GCNT3"
"NCAPH2","Non-SMC Condensin II Complex Subunit H2","Protein Coding","34","GC22P050508","1.58934247493744","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCAPH2"
"PLXNB2","Plexin B2","Protein Coding","34","GC22M050274","1.58934247493744","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLXNB2"
"SACM1L","SAC1 Like Phosphatidylinositide Phosphatase","Protein Coding","34","GC03P046375","1.58934247493744","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SACM1L"
"SAFB2","Scaffold Attachment Factor B2","Protein Coding","34","GC19M005587","1.58934247493744","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SAFB2"
"SNRNP70","Small Nuclear Ribonucleoprotein U1 Subunit 70","Protein Coding","34","GC19P049085","1.58934247493744","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNRNP70"
"RMND1","Required For Meiotic Nuclear Division 1 Homolog","Protein Coding","33","GC06M151404","1.58934247493744","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RMND1"
"PCBP3","Poly(RC) Binding Protein 3","Protein Coding","32","GC21P045643","1.58934247493744","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCBP3"
"PIH1D1","PIH1 Domain Containing 1","Protein Coding","32","GC19M064112","1.58934247493744","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIH1D1"
"STX18","Syntaxin 18","Protein Coding","32","GC04M004417","1.58934247493744","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STX18"
"TBC1D5","TBC1 Domain Family Member 5","Protein Coding","32","GC03M017157","1.58934247493744","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBC1D5"
"TUT1","Terminal Uridylyl Transferase 1, U6 SnRNA-Specific","Protein Coding","32","GC11M087122","1.58934247493744","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUT1"
"NTPCR","Nucleoside-Triphosphatase, Cancer-Related","Protein Coding","31","GC01P232950","1.58934247493744","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NTPCR"
"TBC1D8","TBC1 Domain Family Member 8","Protein Coding","31","GC02M101007","1.58934247493744","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBC1D8"
"WDR41","WD Repeat Domain 41","Protein Coding","31","GC05M077425","1.58934247493744","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDR41"
"ECHDC3","Enoyl-CoA Hydratase Domain Containing 3","Protein Coding","30","GC10P011742","1.58934247493744","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ECHDC3"
"PPAN","Peter Pan Homolog","Protein Coding","30","GC19P010373","1.58934247493744","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPAN"
"WDR18","WD Repeat Domain 18","Protein Coding","30","GC19P002515","1.58934247493744","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDR18"
"KRI1","KRI1 Homolog","Protein Coding","29","GC19M010553","1.58934247493744","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRI1"
"MYDGF","Myeloid Derived Growth Factor","Protein Coding","29","GC19M004641","1.58934247493744","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYDGF"
"GRWD1","Glutamate Rich WD Repeat Containing 1","Protein Coding","28","GC19P048445","1.58934247493744","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRWD1"
"STEAP1B","STEAP Family Member 1B","Protein Coding","25","GC07M022419","1.58934247493744","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STEAP1B"
"CCDC168","Coiled-Coil Domain Containing 168","Protein Coding","24","GC13M102729","1.58934247493744","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC168"
"SOCS1","Suppressor Of Cytokine Signaling 1","Protein Coding","39","GC16M011896","1.58215475082397","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOCS1"
"UBC","Ubiquitin C","Protein Coding","37","GC12M124911","1.57906007766724","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBC"
"NPR3","Natriuretic Peptide Receptor 3","Protein Coding","42","GC05P032689","1.57622337341309","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPR3"
"PAPPA","Pappalysin 1","Protein Coding","39","GC09P118637","1.57622337341309","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAPPA"
"XK","X-Linked Kx Blood Group","Protein Coding","36","GC0XP037685","1.57622337341309","https://www.genecards.org/cgi-bin/carddisp.pl?gene=XK"
"DELEC1","Deleted In Esophageal Cancer 1","RNA Gene","22","GC09P118628","1.57622337341309","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DELEC1"
"ANXA5","Annexin A5","Protein Coding","41","GC04M121667","1.55470788478851","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANXA5"
"SMPD1","Sphingomyelin Phosphodiesterase 1","Protein Coding","44","GC11P006390","1.55322766304016","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMPD1"
"F2RL3","F2R Like Thrombin Or Trypsin Receptor 3","Protein Coding","41","GC19P016888","1.55322766304016","https://www.genecards.org/cgi-bin/carddisp.pl?gene=F2RL3"
"SPP1","Secreted Phosphoprotein 1","Protein Coding","41","GC04P087975","1.55322766304016","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPP1"
"THPO","Thrombopoietin","Protein Coding","41","GC03M184371","1.55322766304016","https://www.genecards.org/cgi-bin/carddisp.pl?gene=THPO"
"CHI3L1","Chitinase 3 Like 1","Protein Coding","40","GC01M203148","1.55322766304016","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHI3L1"
"F2RL1","F2R Like Trypsin Receptor 1","Protein Coding","40","GC05P076818","1.55322766304016","https://www.genecards.org/cgi-bin/carddisp.pl?gene=F2RL1"
"CPA3","Carboxypeptidase A3","Protein Coding","37","GC03P148865","1.55322766304016","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPA3"
"LGALS9","Galectin 9","Protein Coding","35","GC17P027629","1.55322766304016","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LGALS9"
"CTLA4","Cytotoxic T-Lymphocyte Associated Protein 4","Protein Coding","43","GC02P203867","1.53892183303833","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTLA4"
"NTRK1","Neurotrophic Receptor Tyrosine Kinase 1","Protein Coding","46","GC01P156815","1.50671792030334","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NTRK1"
"NGF","Nerve Growth Factor","Protein Coding","44","GC01M115285","1.50671792030334","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NGF"
"FPR1","Formyl Peptide Receptor 1","Protein Coding","43","GC19M051745","1.50671792030334","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FPR1"
"SIRT1","Sirtuin 1","Protein Coding","43","GC10P067884","1.50671792030334","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIRT1"
"TNFRSF13C","TNF Receptor Superfamily Member 13C","Protein Coding","39","GC22M056119","1.50671792030334","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFRSF13C"
"SOD3","Superoxide Dismutase 3","Protein Coding","38","GC04P024798","1.50671792030334","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOD3"
"CXCL3","C-X-C Motif Chemokine Ligand 3","Protein Coding","33","GC04M074036","1.50671792030334","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL3"
"ATG14","Autophagy Related 14","Protein Coding","31","GC14M055366","1.50671792030334","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATG14"
"H3-4","H3.4 Histone","Protein Coding","31","GC01M228427","1.50671792030334","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H3-4"
"OR51E2","Olfactory Receptor Family 51 Subfamily E Member 2","Protein Coding","31","GC11M004680","1.50671792030334","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OR51E2"
"MIR1207","MicroRNA 1207","RNA Gene","15","GC08P128049","1.50671792030334","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1207"
"ANPEP","Alanyl Aminopeptidase, Membrane","Protein Coding","45","GC15M089784","1.49409520626068","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANPEP"
"CXCL5","C-X-C Motif Chemokine Ligand 5","Protein Coding","36","GC04M073995","1.49409520626068","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL5"
"MCUB","Mitochondrial Calcium Uniporter Dominant Negative Subunit Beta","Protein Coding","27","GC04P109561","1.47299659252167","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCUB"
"ITGB3","Integrin Subunit Beta 3","Protein Coding","46","GC17P053399","1.45215773582458","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGB3"
"CCL20","C-C Motif Chemokine Ligand 20","Protein Coding","38","GC02P227838","1.44610524177551","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL20"
"SOCS3","Suppressor Of Cytokine Signaling 3","Protein Coding","38","GC17M078356","1.44610524177551","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOCS3"
"PSMD1","Proteasome 26S Subunit, Non-ATPase 1","Protein Coding","34","GC02P231056","1.44610524177551","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMD1"
"SLCO4C1","Solute Carrier Organic Anion Transporter Family Member 4C1","Protein Coding","34","GC05M102233","1.44610524177551","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLCO4C1"
"MAGI2","Membrane Associated Guanylate Kinase, WW And PDZ Domain Containing 2","Protein Coding","39","GC07M078017","1.44301056861877","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAGI2"
"RPL18","Ribosomal Protein L18","Protein Coding","39","GC19M048615","1.44301056861877","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL18"
"RPL9","Ribosomal Protein L9","Protein Coding","36","GC04M039452","1.44301056861877","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL9"
"RPL24","Ribosomal Protein L24","Protein Coding","35","GC03M101681","1.44301056861877","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL24"
"RPS15","Ribosomal Protein S15","Protein Coding","35","GC19P001438","1.44301056861877","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS15"
"PDZD2","PDZ Domain Containing 2","Protein Coding","34","GC05P031639","1.44301056861877","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDZD2"
"FASN","Fatty Acid Synthase","Protein Coding","44","GC17M082078","1.43582284450531","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FASN"
"TOMM70","Translocase Of Outer Mitochondrial Membrane 70","Protein Coding","30","GC03M100364","1.42435264587402","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TOMM70"
"ITGAM","Integrin Subunit Alpha M","Protein Coding","43","GC16P040304","1.41865837574005","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGAM"
"IL7R","Interleukin 7 Receptor","Protein Coding","41","GC05P035852","1.41865837574005","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL7R"
"IRF9","Interferon Regulatory Factor 9","Protein Coding","39","GC14P024161","1.41865837574005","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRF9"
"IGHMBP2","Immunoglobulin Mu DNA Binding Protein 2","Protein Coding","38","GC11P068903","1.41865837574005","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGHMBP2"
"KLRK1","Killer Cell Lectin Like Receptor K1","Protein Coding","36","GC12M020442","1.41865837574005","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLRK1"
"TK2","Thymidine Kinase 2","Protein Coding","36","GC16M066508","1.41865837574005","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TK2"
"TRIP4","Thyroid Hormone Receptor Interactor 4","Protein Coding","36","GC15P114639","1.41865837574005","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIP4"
"G3BP1","G3BP Stress Granule Assembly Factor 1","Protein Coding","36","GC05P151771","1.38986825942993","https://www.genecards.org/cgi-bin/carddisp.pl?gene=G3BP1"
"BDKRB2","Bradykinin Receptor B2","Protein Coding","40","GC14P096205","1.37540197372437","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BDKRB2"
